,GeneID,Essential,Class,Complex,Phenotype,Motif,Chromosome,Function,Localization,add_numerical
4242,AAAPd,Non-Essential,?,Cyclin-CDK (Cyclin-dependent kinases) complexes,?,PS00697,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,3
4243,AAAPe,Non-Essential,Cyclins,,Cell cycle defects,PS00017,12,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoplasm,12
4244,AAAPe,Non-Essential,Cyclins,,Mating and sporulation defects,PS00017,12,ENERGY,cytoskeleton,12
4245,AAAPf,Non-Essential,Other kinases,,?,PS00350,6,IONIC HOMEOSTASIS,cytoskeleton,6
4246,AAAPf,Non-Essential,Other kinases,,Stress response defects,PS00627,6,PROTEIN SYNTHESIS,cytoplasm,6
4247,AAAPf,Non-Essential,Ubiquitin-system proteins,,Cell morphology and organelle mutants,PS00554,6,IONIC HOMEOSTASIS,cytoplasm,6
4248,AAAPf,Non-Essential,Ubiquitin-system proteins,,Cell morphology and organelle mutants,PS00554,6,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoplasm,6
4249,AAAPg,?,Histones,Intracellular transport complexes,?,PS00301,16,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoplasm,16
4250,AAAPg,?,Histones,Intracellular transport complexes,?,PS00300,16,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,16
4251,AAAPg,?,Histones,Intracellular transport complexes,?,PS00014,16,ENERGY,cytoskeleton,16
4252,AAAPg,Non-Essential,Histones,Intracellular transport complexes,?,PS00847,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,16
4253,AAAPh,Non-Essential,?,Intracellular transport complexes,Cell morphology and organelle mutants,PS00824,9,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",plasma membrane,9
4254,AAAPh,Non-Essential,?,RNA processing complexes,Conditional phenotypes,PS00824,9,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,plasma membrane,9
4255,AAAPi,Essential,Unknown,Cyclin-CDK (Cyclin-dependent kinases) complexes,?,PS00013,6,PROTEIN DESTINATION,ER,6
4256,AAAPi,Essential,Nucleases,Cytoskeleton,?,PS00013,6,PROTEIN SYNTHESIS,ER,6
4257,AAAPi,Essential,Nucleases,Cyclin-CDK (Cyclin-dependent kinases) complexes,?,PS00013,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),ER,6
4258,AAAPi,Essential,Nucleases,Cyclin-CDK (Cyclin-dependent kinases) complexes,?,PS00013,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),ER,6
4259,AAAPi,Essential,Nucleases,Cytoskeleton,?,PS00013,6,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,ER,6
4260,AAAPi,Non-Essential,Nucleases,Cytoskeleton,?,PS00013,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),ER,6
4261,AAAPi,Essential,Unknown,Cytoskeleton,Mating and sporulation defects,PS00013,6,PROTEIN DESTINATION,ER,6
4262,AAAPj,Non-Essential,?,,Mating and sporulation defects,PS00825,12,PROTEIN SYNTHESIS,nucleus,12
4263,AAAPj,Non-Essential,?,,Mating and sporulation defects,PS00825,12,PROTEIN SYNTHESIS,nucleus,12
4264,AAAPj,Non-Essential,?,,Cell morphology and organelle mutants,PS00825,12,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,12
4265,AAAPj,Non-Essential,?,,Cell cycle defects,PS00825,12,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,12
4266,AAAPj,Non-Essential,?,,Cell morphology and organelle mutants,PS00824,12,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,12
4267,AAAPk,?,?,Translation complexes,"Auxotrophies, carbon and",PS00297,14,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,ER,14
4268,AAAPk,?,?,Translation complexes,Sensitivity to antibiotics,PS00297,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",ER,14
4269,AAAPk,?,?,Translation complexes,Unknown,PS00297,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",ER,14
4270,AAAPl,Non-Essential,Major facilitator superfamily proteins (MFS),Translation complexes,?,,11,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,11
4271,AAAPl,Non-Essential,Protein Kinases,Translation complexes,?,,11,TRANSCRIPTION,nucleus,11
4272,AAAPl,Non-Essential,Protein Kinases,Translation complexes,?,,11,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,11
4273,AAAPl,Non-Essential,Protein Kinases,Translation complexes,?,,11,TRANSCRIPTION,nucleus,11
4274,AAAPl,Non-Essential,Protein Kinases,Translation complexes,?,,11,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,11
4275,AAAPl,Non-Essential,Protein Kinases,Translation complexes,?,,11,PROTEIN DESTINATION,nucleus,11
4276,AAAPl,Non-Essential,Protein Kinases,Translation complexes,?,,11,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,nucleus,11
4277,AAAPl,Non-Essential,Major facilitator superfamily proteins (MFS),Translation complexes,?,,11,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,11
4278,AAAPl,Non-Essential,Protein Kinases,Translation complexes,?,,11,PROTEIN SYNTHESIS,nucleus,11
4279,AAAPm,Non-Essential,Transcription factors,Nucleosomal protein complex,?,,1,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,1
4280,AAAPm,Non-Essential,Transcription factors,Nucleosomal protein complex,?,,1,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,nucleus,1
4281,AAAPm,Non-Essential,Transcription factors,Nucleosomal protein complex,?,,1,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,nucleus,1
4282,AAAPm,Non-Essential,Transcription factors,Nucleosomal protein complex,?,,1,PROTEIN SYNTHESIS,nucleus,1
4283,AAAPm,Non-Essential,Transcription factors,Nucleosomal protein complex,?,,1,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,nucleus,1
4284,AAAPm,Non-Essential,Transcription factors,Nucleosomal protein complex,?,,1,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,nucleus,1
4285,AAAPm,Non-Essential,Transcription factors,Nucleosomal protein complex,?,,1,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,nucleus,1
4286,AAAPm,Non-Essential,Transcription factors,Nucleosomal protein complex,?,,1,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,nucleus,1
4287,AAAPm,Non-Essential,Transcription factors,Nucleosomal protein complex,?,,1,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,1
4288,AAAPm,Non-Essential,Transcription factors,Nucleosomal protein complex,?,,1,PROTEIN SYNTHESIS,nucleus,1
4289,AAAPn,?,Molecular chaperones,?,?,,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,7
4290,AAAPn,?,Molecular chaperones,?,?,,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,7
4291,AAAPn,?,Molecular chaperones,?,?,,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,7
4292,AAAPn,?,Molecular chaperones,?,?,,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,7
4293,AAAPn,?,Molecular chaperones,?,?,,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,7
4294,AAAPn,?,Molecular chaperones,?,?,,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,7
4295,AAAPo,Non-Essential,?,?,?,PS00904,4,PROTEIN SYNTHESIS,mitochondria,4
4296,AAAPo,Non-Essential,?,?,?,PS00904,4,ENERGY,mitochondria,4
4297,AAAPo,Non-Essential,?,?,Mating and sporulation defects,PS00213,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,4
4298,AAAPp,Ambiguous-Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,Mating and sporulation defects,PS00824,11,PROTEIN SYNTHESIS,plasma membrane,11
4299,AAAPp,Ambiguous-Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,Mating and sporulation defects,PS00824,11,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",plasma membrane,11
4300,AAAPq,Essential,Major facilitator superfamily proteins (MFS),,?,PS00027,16,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,16
4301,AAAPq,Essential,Major facilitator superfamily proteins (MFS),,?,PS00027,16,PROTEIN SYNTHESIS,cytoskeleton,16
4302,AAAPq,Essential,Protein Kinases,,?,PS00115,16,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,16
4303,AAAPq,Essential,Major facilitator superfamily proteins (MFS),,?,PS00027,16,PROTEIN DESTINATION,nucleus,16
4304,AAAPr,Non-Essential,?,,Cell cycle defects,PS00027,1,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",,1
4305,AAAPr,Non-Essential,?,,Cell cycle defects,PS00027,1,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",,1
4306,AAAPr,Non-Essential,?,,Mating and sporulation defects,PS01248,1,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",,1
4307,AAAPr,Non-Essential,?,,Mating and sporulation defects,PS00027,1,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",,1
4308,AAAPr,Non-Essential,?,,Cell cycle defects,PS00027,1,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,,1
4309,AAAPr,Non-Essential,?,,Cell cycle defects,PS00027,1,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",,1
4310,AAAPs,?,GTP/GDP-exchange factors (GEFs),Proteasome,Mating and sporulation defects,PS00189,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,9
4311,AAAPs,?,GTP/GDP-exchange factors (GEFs),Proteasome,Mating and sporulation defects,PS00581,9,ENERGY,cytoskeleton,9
4312,AAAPs,?,GTP/GDP-exchange factors (GEFs),Proteasome,Mating and sporulation defects,PS00581,9,ENERGY,nucleus,9
4313,AAAPs,?,GTP/GDP-exchange factors (GEFs),Proteasome,Mating and sporulation defects,PS00581,9,ENERGY,cytoskeleton,9
4314,AAAPs,?,GTP/GDP-exchange factors (GEFs),Proteasome,Mating and sporulation defects,PS00993,9,ENERGY,nucleus,9
4315,AAAPs,?,GTP/GDP-exchange factors (GEFs),Proteasome,Mating and sporulation defects,PS00581,9,ENERGY,nucleus,9
4316,AAAPs,?,GTP/GDP-exchange factors (GEFs),Proteasome,?,PS00581,9,TRANSCRIPTION,cytoskeleton,9
4317,AAAPs,?,GTP/GDP-exchange factors (GEFs),Proteasome,Mating and sporulation defects,PS00581,9,ENERGY,nucleus,9
4318,AAAPs,?,GTP/GDP-exchange factors (GEFs),Serine/threonine phoshpoprotein phosphatase,Mating and sporulation defects,PS00581,9,TRANSCRIPTION,cytoskeleton,9
4319,AAAPt,Non-Essential,?,"Alpha, alpha-trehalose-phosphate synthase",Mating and sporulation defects,,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,15
4320,AAAPt,Non-Essential,?,"Alpha, alpha-trehalose-phosphate synthase",Mating and sporulation defects,,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,15
4321,AAAPt,Non-Essential,?,"Alpha, alpha-trehalose-phosphate synthase",Mating and sporulation defects,,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoplasm,15
4322,AAAPt,Non-Essential,?,"Alpha, alpha-trehalose-phosphate synthase",Mating and sporulation defects,,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,15
4323,AAAPt,Non-Essential,?,"Alpha, alpha-trehalose-phosphate synthase",Mating and sporulation defects,,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,15
4324,AAAPt,Non-Essential,?,"Alpha, alpha-trehalose-phosphate synthase",Mating and sporulation defects,,15,PROTEIN SYNTHESIS,cytoplasm,15
4325,AAAPt,Non-Essential,?,"Alpha, alpha-trehalose-phosphate synthase",Mating and sporulation defects,,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,15
4326,AAAPu,Essential,?,,Mating and sporulation defects,,6,PROTEIN DESTINATION,cytoskeleton,6
4327,AAAPu,Essential,?,,Mating and sporulation defects,,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,6
4328,AAAPu,Essential,?,,Mating and sporulation defects,,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,6
4329,AAAPu,Essential,?,,Mating and sporulation defects,,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,6
4330,AAAPu,Essential,?,,Mating and sporulation defects,,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,6
4331,AAAPv,Non-Essential,GTP/GDP-exchange factors (GEFs),"Alpha, alpha-trehalose-phosphate synthase",?,PS00444,10,METABOLISM,cytoskeleton,10
4332,AAAPv,Non-Essential,GTP/GDP-exchange factors (GEFs),"Alpha, alpha-trehalose-phosphate synthase",?,PS00723,10,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoskeleton,10
4333,AAAPv,Non-Essential,GTP/GDP-exchange factors (GEFs),"Alpha, alpha-trehalose-phosphate synthase",?,PS00723,10,ENERGY,cytoskeleton,10
4334,AAAPw,Essential,?,,?,PS01248,5,PROTEIN SYNTHESIS,cytoplasm,5
4335,AAAPw,Essential,?,,?,PS01248,5,PROTEIN SYNTHESIS,cytoplasm,5
4336,AAAPw,Essential,?,,?,PS01248,5,PROTEIN SYNTHESIS,cytoplasm,5
4337,AAAPw,Essential,?,,?,PS01248,5,PROTEIN SYNTHESIS,cytoplasm,5
4338,AAAPw,Essential,?,,?,PS01248,5,PROTEIN SYNTHESIS,cytoplasm,5
4339,AAAPx,Non-Essential,Cyclins,,?,PS00046,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",plasma membrane,15
4340,AAAPx,Non-Essential,Cyclins,,?,PS00014,15,IONIC HOMEOSTASIS,nucleus,15
4341,AAAPx,Non-Essential,Cyclins,,?,PS00014,15,PROTEIN SYNTHESIS,nucleus,15
4342,AAAPy,Non-Essential,?,Cytoskeleton,Mating and sporulation defects,PS00973,15,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoskeleton,15
4343,AAAPy,Non-Essential,?,Cytoskeleton,Mating and sporulation defects,PS00973,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoskeleton,15
4344,AAAPz,?,GTP/GDP-exchange factors (GEFs),Cyclin-CDK (Cyclin-dependent kinases) complexes,Sensitivity to aminoacid analogs and other drugs,PS00017,10,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,nucleus,10
4345,AAAPz,?,ATPases,Cyclin-CDK (Cyclin-dependent kinases) complexes,"Auxotrophies, carbon and",PS00152,10,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,10
4346,AAAPz,?,ATPases,Cyclin-CDK (Cyclin-dependent kinases) complexes,Unknown,PS00017,10,PROTEIN SYNTHESIS,nucleus,10
4347,AAAPz,?,GTP/GDP-exchange factors (GEFs),Cyclin-CDK (Cyclin-dependent kinases) complexes,Sensitivity to antibiotics,PS00463,10,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,10
4348,AAAPz,?,GTP/GDP-exchange factors (GEFs),Cyclin-CDK (Cyclin-dependent kinases) complexes,Sensitivity to immunosuppressants,PS00463,10,PROTEIN DESTINATION,nucleus,10
4349,AAAPz,?,GTP/GDP-exchange factors (GEFs),Cyclin-CDK (Cyclin-dependent kinases) complexes,Sensitivity to immunosuppressants,PS00297,10,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,10
4350,AAAPz,?,GTP/GDP-exchange factors (GEFs),Cyclin-CDK (Cyclin-dependent kinases) complexes,Sensitivity to aminoacid analogs and other drugs,PS00152,10,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,10
4351,AAAQA,Essential,?,Sister chromatid cohesion regulation complex,Sensitivity to aminoacid analogs and other drugs,PS00036,6,PROTEIN DESTINATION,cytoskeleton,6
4352,AAAQA,Essential,?,Nuclear pore complex (NPC),Sensitivity to aminoacid analogs and other drugs,PS00036,6,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoskeleton,6
4353,AAAQA,Essential,?,Nuclear pore complex (NPC),Unknown,PS00036,6,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,6
4354,AAAQA,Essential,?,Sister chromatid cohesion regulation complex,Sensitivity to aminoacid analogs and other drugs,PS00036,6,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoskeleton,6
4355,AAAQA,Essential,?,Sister chromatid cohesion regulation complex,Sensitivity to aminoacid analogs and other drugs,PS00036,6,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,6
4356,AAAQA,Essential,?,Sister chromatid cohesion regulation complex,Sensitivity to antibiotics,PS00036,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,6
4357,AAAQA,Essential,?,Sister chromatid cohesion regulation complex,Unknown,PS00036,6,PROTEIN SYNTHESIS,cytoskeleton,6
4358,AAAQB,?,Molecular chaperones,RNA processing complexes,?,PS00526,0,PROTEIN SYNTHESIS,nucleus,0
4359,AAAQB,?,Molecular chaperones,RNA processing complexes,?,PS00526,0,PROTEIN SYNTHESIS,nucleus,0
4360,AAAQB,?,Molecular chaperones,RNA processing complexes,?,PS00526,0,PROTEIN SYNTHESIS,nucleus,0
4361,AAAQC,Non-Essential,?,Cytoskeleton,Conditional phenotypes,PS00455,3,TRANSCRIPTION,cytoskeleton,3
4362,AAAQC,Non-Essential,?,Cytoskeleton,Cell morphology and organelle mutants,PS00455,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,3
4363,AAAQC,Non-Essential,?,Cytoskeleton,Cell morphology and organelle mutants,PS00455,3,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoskeleton,3
4364,AAAQC,Non-Essential,?,Cytoskeleton,Cell morphology and organelle mutants,PS00455,3,METABOLISM,cytoskeleton,3
4365,AAAQC,Non-Essential,?,Cytoskeleton,Conditional phenotypes,PS00455,3,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,3
4366,AAAQC,Non-Essential,?,Cytoskeleton,Conditional phenotypes,PS00455,3,PROTEIN SYNTHESIS,cytoskeleton,3
4367,AAAQC,Non-Essential,?,Cytoskeleton,Cell morphology and organelle mutants,PS00455,3,METABOLISM,cytoskeleton,3
4368,AAAQC,Non-Essential,?,Cytoskeleton,Conditional phenotypes,PS00455,3,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,3
4369,AAAQD,Non-Essential,?,Cyclin-CDK (Cyclin-dependent kinases) complexes,Conditional phenotypes,PS00741,16,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,16
4370,AAAQD,Non-Essential,?,Cyclin-CDK (Cyclin-dependent kinases) complexes,Conditional phenotypes,PS00741,16,PROTEIN SYNTHESIS,nucleus,16
4371,AAAQE,Non-Essential,Molecular chaperones,,Cell cycle defects,PS00152,16,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoplasm,16
4372,AAAQE,Non-Essential,Molecular chaperones,,Cell cycle defects,PS00152,16,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoplasm,16
4373,AAAQF,Essential,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00022,16,PROTEIN SYNTHESIS,cytoplasm,16
4374,AAAQF,Essential,GTP/GDP-exchange factors (GEFs),,"Auxotrophies, carbon and",PS00022,16,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoplasm,16
4375,AAAQG,Essential,Tubulins,Translation complexes,Cell cycle defects,PS00626,11,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,11
4376,AAAQG,Essential,Tubulins,Translation complexes,Mating and sporulation defects,PS00626,11,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoplasm,11
4377,AAAQH,Essential,,"H+-transporting ATPase, vacuolar",Cell morphology and organelle mutants,PS00824,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
4378,AAAQH,Essential,,Respiration chain complexes,Cell morphology and organelle mutants,PS00824,7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,7
4379,AAAQH,Essential,,Nucleosomal protein complex,Cell cycle defects,PS00824,7,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,nucleus,7
4380,AAAQI,Non-Essential,Unknown,Transcription complexes/Transcriptosome,"Auxotrophies, carbon and",PS00720,1,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoplasm,1
4381,AAAQI,Non-Essential,Unknown,Transcription complexes/Transcriptosome,Sensitivity to aminoacid analogs and other drugs,PS00720,1,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,1
4382,AAAQJ,Essential,Ubiquitin-system proteins,Respiration chain complexes,Stress response defects,PS00044,16,IONIC HOMEOSTASIS,nucleus,16
4383,AAAQJ,Essential,Ubiquitin-system proteins,Transcription complexes/Transcriptosome,Sensitivity to aminoacid analogs and other drugs,PS00329,16,TRANSPORT FACILITATION,nucleus,16
4384,AAAQJ,Essential,Ubiquitin-system proteins,Respiration chain complexes,Sensitivity to aminoacid analogs and other drugs,PS00294,16,IONIC HOMEOSTASIS,nucleus,16
4385,AAAQJ,Essential,Ubiquitin-system proteins,Respiration chain complexes,"Auxotrophies, carbon and",PS00218,16,TRANSPORT FACILITATION,nucleus,16
4386,AAAQJ,Essential,Ubiquitin-system proteins,Respiration chain complexes,Sensitivity to aminoacid analogs and other drugs,PS00847,16,TRANSCRIPTION,cytoskeleton,16
4387,AAAQJ,Essential,Ubiquitin-system proteins,Transcription complexes/Transcriptosome,Sensitivity to aminoacid analogs and other drugs,PS00170,16,TRANSPORT FACILITATION,nucleus,16
4388,AAAQJ,Essential,GTP-binding proteins,Respiration chain complexes,"Auxotrophies, carbon and",PS00294,16,TRANSPORT FACILITATION,nucleus,16
4389,AAAQJ,Essential,GTP-binding proteins,Respiration chain complexes,Cell morphology and organelle mutants,PS00028,16,IONIC HOMEOSTASIS,cytoskeleton,16
4390,AAAQK,Non-Essential,Motorproteins,Anaphase promoting complex (APC),?,PS00824,9,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,9
4391,AAAQK,Non-Essential,Motorproteins,Anaphase promoting complex (APC),?,PS00824,9,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,9
